ID,Nombre,P_comestible,Energia_kcal,Agua_g,Alcohol_g,Proteinas_g,HC_g,Almidon_g,Azucares_sencillos_g,Azucares_libres_g,Fibra_g,Grasa_total_g,AGS_g,AGM_g,AGP_g,Colesterol_mg,VitA_ug,Retinol_ug,Carotenoides_ug,VitD_ug,VitE_mg,VitK_ug,VitB1_mg,VitB2_mg,Niacina_mg,VitB6_mg,Folato_ug,VitB12_ug,VitC_mg,Biotina_ug,Pantotenico_mg,Calcio_mg,Fosforo_mg,Magnesio_mg,Hierro_mg,Sodio_mg,Cinc_mg,Iodo_ug,Manganeso_mg,Potasio_mg,Selenio_ug,Cobre_mg
070615,Pulpo,0.79,89.8,79.3,0.0,17.9,1.4,0.0,1.4,0.0,0.0,1.4,0.3,0.2,0.5,48.0,45.0,45.0,0.0,0.0,2.1,0.07,,,,,,,,,,,,,,,,,,,,
070616,Quisquilla,0.46,81.8,80.3,0.0,17.6,1.5,0.0,1.5,0.0,0.0,0.6,0.1,0.2,0.1,195.0,,,,0.0,2.9,0.04,,,,,,,,,,,,,,,,,,,,
070617,Sepia,0.79,75.3,82.3,0.0,16.1,0.7,0.0,0.7,0.0,0.0,0.9,0.15,0.1,0.17,110.0,25.0,25.0,0.0,0.0,2.4,0.07,,,,,,,,,,,,,,,,,,,,
070618,Vieira,0.25,81.7,80.7,0.0,15.6,2.8,0.0,2.8,0.0,0.0,0.9,0.23,0.09,0.23,40.0,1.0,1.0,0.0,0.0,0.4,0.08,,,,,,,,,,,,,,,,,,,,
070619,Zamburiña,0.25,76.6,82.0,0.0,15.4,1.5,,0.0,0.0,0.0,1.0,0.3,0.2,0.2,34.0,90.0,1.0,0.0,,0.4,,,,,,,,,,,,,,,,,,,,,
070701,Bacalao salado,0.8,322.0,22.6,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.4,0.71,0.4,0.59,56.0,42.0,42.0,0.0,5.0,1.3,0.01,,,,,,,,,,,,,,,,,,,,
070801,Almeja en conserva,1.0,79.2,80.7,0.0,17.4,1.5,0.0,1.5,0.0,0.0,0.4,0.1,0.04,0.12,41.0,89.8,89.8,0.0,0.0,0.37,0.1,,,,,,,,,,,,,,,,,,,,
070802,Berberecho en conserva,1.0,79.2,80.7,0.0,17.4,1.5,0.0,1.5,0.0,0.0,0.4,0.1,0.04,0.12,41.0,89.8,89.8,0.0,0.0,0.37,0.1,,,,,,,,,,,,,,,,,,,,
070803,Bonito en escabeche,1.0,171.0,72.2,0.0,15.0,0.8,0.0,0.8,0.0,0.0,12.0,2.9,4.6,2.9,80.0,50.0,50.0,,20.0,0.55,,,,,,,,,,,,,,,,,,,,,
070804,Caballa ahumada,1.0,250.0,59.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,18.7,4.1,4.5,6.3,105.0,39.0,39.0,,8.0,0.25,,,,,,,,,,,,,,,,,,,,,
070805,Caballa en escabeche,1.0,171.0,72.2,0.0,15.0,0.8,0.0,0.8,0.0,0.0,12.0,2.9,4.6,2.9,80.0,50.0,50.0,,9.8,1.4,,,,,,,,,,,,,,,,,,,,,
070806,Calamar en salsa americana,1.0,195.0,70.2,0.0,13.1,1.5,0.0,1.5,0.0,0.0,15.2,2.2,8.4,2.0,170.0,302.0,77.0,1350.0,74.4,0.82,0.04,,,,,,,,,,,,,,,,,,,,
070807,Calamar en su tinta,1.0,117.0,70.2,0.0,13.3,6.3,0.0,6.3,6.3,0.0,4.3,,,,170.0,302.0,77.0,1350.0,74.4,0.82,0.04,,,,,,,,,,,,,,,,,,,,
070808,Mejillón en conserva al natural,1.0,82.1,83.1,0.0,12.0,2.0,0.0,2.0,0.0,0.0,2.9,0.46,0.49,0.71,100.0,53.1,53.1,0.0,0.0,1.2,0.07,,,,,,,,,,,,,,,,,,,,
070809,Mejillón en escabeche,1.0,77.7,83.7,0.0,11.8,2.0,0.0,2.0,0.0,0.0,2.5,0.47,0.46,0.71,61.9,53.1,53.1,0.0,0.0,1.3,0.07,,,,,,,,,,,,,,,,,,,,
070810,Navaja en conserva,1.0,89.2,78.9,0.0,20.0,0.05,0.0,0.05,0.0,0.0,1.0,,,,,90.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
070811,Sardina ahumada o salada,1.0,202.0,65.9,0.0,21.0,0.0,0.0,0.0,0.0,0.0,13.1,2.9,5.7,2.8,70.0,40.0,40.0,,17.0,,,,,,,,,,,,,,,,,,,,,,
070901,Anca de rana,0.65,68.3,83.3,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.3,0.076,0.053,0.1,50.0,15.0,15.0,0.0,0.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,
070902,Caracol,0.24,85.8,80.3,0.0,16.3,2.0,0.0,0.0,0.0,0.0,1.4,0.36,0.26,0.25,50.0,30.0,30.0,0.0,0.0,0.8,0.1,,,,,,,,,,,,,,,,,,,,
070903,Caviar,1.0,252.0,53.8,0.0,26.1,1.9,0.0,1.9,0.0,0.0,15.5,3.5,4.0,6.4,300.0,561.0,561.0,0.0,5.9,5.8,0.7,,,,,,,,,,,,,,,,,,,,
070904,Gulas salteadas en conserva,1.0,255.0,62.2,0.0,8.9,7.2,,0.9,0.0,0.0,21.2,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
070905,Huevas frescas,1.0,119.0,72.4,0.0,24.3,1.5,0.0,1.5,0.0,0.0,1.8,0.32,0.36,0.57,500.0,271.0,271.0,0.0,2.0,7.0,0.2,,,,,,,,,,,,,,,,,,,,
070906,Palito de cangrejo,1.0,82.9,80.4,0.0,12.6,6.1,6.1,0.0,0.0,0.0,0.9,0.2,0.2,0.4,35.0,20.0,20.0,0.0,0.0,0.85,0.1,,,,,,,,,,,,,,,,,,,,
080101,Clara de huevo,1.0,49.0,88.0,0.0,11.1,0.7,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,
080102,Huevo de codorniz,0.88,155.0,75.3,0.0,13.1,0.41,0.0,0.41,0.0,0.0,11.2,3.1,4.9,1.3,844.0,90.0,90.0,0.0,5.1,0.74,0.3,,,,,,,,,,,,,,,,,,,,
080103,Huevo de gallina,0.87,,,,,,,,,,,,,,,,,,,,,0.11,0.37,3.3,0.12,51.2,2.1,1.8,25.0,0.0,56.2,216.0,2.2,12.7,2.0,12.1,144.0,147.0,0.071,0.065,10.0
080104,Huevo de pato,0.89,,,,,,,,,,,,,,,,,,,,,0.16,0.53,4.5,0.25,80.0,5.4,1.9,,0.0,63.0,178.0,2.7,13.0,1.4,16.0,100.0,150.0,0.1,0.5,36.4
080105,Yema de huevo,1.0,,,,,,,,,,,,,,,,,,,,,0.29,0.4,4.2,0.3,159.0,2.0,3.7,53.0,0.0,140.0,590.0,7.2,12.0,3.8,16.0,51.0,138.0,0.13,0.35,19.0
090101,Azúcar blanco,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.29,0.0,0.1,0.2,0.3,2.2,0.01,0.043,0.6
090102,Azúcar moreno,1.0,,,,,,,,,,,,,,,,,,,,,0.008,0.007,1.0,0.02,1.0,0.0,0.11,,0.0,85.0,24.0,1.9,0.0,0.1,22.0,40.0,320.0,0.32,0.3,1.2
090103,Fructosa,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.1,0.1,0.07,5.0,0.01,0.0,0.1,0.3,,,0.5
090104,"Granadina, jarabe",1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,4.0,0.05,,0.13,4.0,27.0,28.0,,,0.6
090105,Jalea real,1.0,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.0,0.0,,0.0,,,4.0,10.0,10.0,0.2,,,,12.0,69.0,,,2.0
090106,Jarabe,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,,,0.0,74.0,2.0,2.5,5.0,0.1,34.0,50.0,220.0,,,1.0
090107,Miel,1.0,,,,,,,,,,,,,,,,,,,,,0.003,0.05,0.28,0.16,5.0,0.0,0.07,,2.4,5.9,4.9,1.3,0.5,0.35,1.7,2.4,45.0,0.03,0.09,4.7
090202,Barrita de chocolate con galleta,1.0,,,,,,,,,,,,,,,,,,,,,0.07,0.26,0.4,0.06,9.0,0.54,0.47,,1.0,106.0,153.0,1.2,3.1,1.1,52.0,125.0,200.0,1.1,0.31,2.3
090203,Bombón,1.0,,,,,,,,,,,,,,,,,,,,,0.06,0.14,1.9,0.02,10.0,0.0,0.9,,0.0,121.0,120.0,1.3,6.0,1.7,43.0,58.0,420.0,0.49,0.57,2.8
090204,Cacao en polvo,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.076,0.12,1.2,0.01,107.0,,0.82,,0.5,140.0,690.0,48.5,3.1,6.4,500.0,45.0,3900.0,4.1,3.9
090205,Cacao en polvo azucarado,1.0,,,,,,,,,,,,,,,,,,,,,0.1,0.56,3.1,0.11,15.0,1.3,0.89,20.0,1.8,141.0,315.0,1.2,3.1,1.5,83.0,504.0,712.0,0.27,0.29,5.0
090206,Cacao en polvo bajo en calorías,1.0,,,,,,,,,,,,,,,,,,,,,0.27,1.4,1.1,0.32,15.0,1.6,3.8,,1.8,576.0,893.0,5.0,3.1,3.4,208.0,1121.0,2702.0,0.67,0.73,16.7
090207,Chocolate blanco,1.0,,,,,,,,,,,,,,,,,,,,,0.08,0.49,5.4,0.07,10.0,0.0,0.59,2.0,0.0,270.0,230.0,0.2,6.0,0.9,26.0,110.0,350.0,0.24,0.45,3.0
090208,Chocolate con leche,1.0,,,,,,,,,,,,,,,,,,,,,0.11,0.37,2.2,0.11,10.0,0.0,0.9,3.0,0.0,247.0,261.0,1.7,5.5,1.7,71.0,58.0,465.0,0.24,0.45,3.0
090209,Chocolate con leche y almendra,1.0,,,,,,,,,,,,,,,,,,,,,0.07,0.44,2.6,0.05,13.0,0.0,0.43,,0.0,195.0,243.0,1.2,12.0,1.7,85.7,62.0,365.0,0.62,0.42,4.0
090210,Chocolate en polvo a la taza,1.0,,,,,,,,,,,,,,,,,,,,,0.06,0.04,2.1,0.02,10.0,0.0,0.9,,0.0,141.0,190.0,2.4,3.1,1.9,150.0,250.0,410.0,0.27,1.1,5.0
090211,Chocolate puro,1.0,,,,,,,,,,,,,,,,,,,,,0.04,0.13,1.2,0.05,10.0,0.0,0.35,0.01,0.0,63.0,287.0,0.92,5.5,1.4,100.0,19.0,397.0,0.063,1.4,2.3
090212,Crema de cacao y avellanas,1.0,,,,,,,,,,,,,,,,,,,,,0.03,0.01,2.0,0.1,11.0,0.0,0.46,,0.0,130.0,180.0,2.2,12.0,1.0,65.0,50.0,390.0,1.1,0.48,3.8
090213,Trufa de chocolate,1.0,,,,,,,,,,,,,,,,,,,,,0.087,0.25,0.3,0.32,9.0,9.0,,,0.1,157.0,171.0,1.8,,1.6,48.0,68.0,297.0,,,3.4
090301,Cacahuete cubierto de chocolate,1.0,513.0,1.2,0.0,9.4,60.5,3.5,53.5,49.5,2.7,25.4,9.8,12.0,2.5,7.5,103.0,103.0,,0.04,2.9,,,,,,,,,,,,,,,,,,,,,
090302,Dulce de leche,1.0,321.0,26.6,0.0,5.2,62.0,0.6,61.3,61.3,0.7,5.6,4.2,1.0,0.14,12.0,74.0,73.0,14.0,0.15,0.2,1.3,,,,,,,,,,,,,,,,,,,,
090303,Mazapán,1.0,503.0,2.4,0.0,8.0,58.7,9.7,49.0,49.0,6.0,24.9,2.0,17.1,4.7,53.3,14.0,14.0,0.0,0.1,10.8,1.5,,,,,,,,,,,,,,,,,,,,
090304,Merengue,1.0,416.0,1.2,5.4,,91.6,0.0,91.6,91.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
090305,Peladilla,1.0,469.0,2.3,0.0,10.0,65.8,3.3,62.5,59.2,2.5,17.9,1.9,12.1,3.9,0.0,0.0,0.0,0.0,0.0,12.4,0.0,,,,,,,,,,,,,,,,,,,,
090306,Polvorón de almendra,1.0,479.0,8.6,0.0,5.5,59.3,36.1,23.2,23.2,2.8,23.8,10.1,10.9,2.9,32.1,10.8,10.8,1.3,0.085,3.1,11.8,,,,,,,,,,,,,,,,,,,,
090307,Turrón de Alicante,1.0,516.0,3.5,0.0,13.0,46.0,0.9,45.1,45.1,8.2,29.3,2.4,19.1,6.5,0.0,0.0,0.0,0.0,10.5,10.5,2.0,,,,,,,,,,,,,,,,,,,,
090308,Turrón de Jijona,1.0,488.0,12.8,0.0,13.2,34.7,3.8,30.9,30.9,8.2,31.1,3.0,19.9,6.9,0.0,14.0,14.0,0.0,0.0,10.5,2.0,,,,,,,,,,,,,,,,,,,,
090401,Bizcocho,1.0,377.0,24.0,0.0,6.0,54.0,23.0,31.0,29.0,1.0,15.0,2.5,,,67.0,311.0,275.0,215.0,0.0,2.8,2.5,,,,,,,,,,,,,,,,,,,,
090402,Bizcocho de chocolate,1.0,365.0,28.5,0.0,6.6,45.0,15.0,30.0,28.0,2.9,17.0,4.3,,,121.0,1.0,1.0,0.0,2.5,2.7,5.0,,,,,,,,,,,,,,,,,,,,
090403,Bizcocho de soletilla,1.0,298.0,28.1,0.0,6.4,61.3,33.5,27.8,25.8,1.5,2.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090404,Bollo,1.0,443.0,16.6,0.0,6.6,50.8,49.6,1.2,0.0,3.0,23.0,8.3,9.5,4.2,43.0,157.0,135.0,130.0,1.4,2.2,5.0,,,,,,,,,,,,,,,,,,,,
090405,Bollo de leche,1.0,346.0,29.2,0.0,9.7,46.5,38.3,8.2,6.2,1.4,13.2,2.9,5.6,3.5,93.0,11.0,11.0,2.5,0.6,0.8,5.0,,,,,,,,,,,,,,,,,,,,
090406,Bollo relleno de chocolate,1.0,403.0,23.2,0.0,3.9,50.6,10.7,40.0,38.0,2.2,20.1,5.9,7.3,4.6,22.0,1.0,1.0,0.0,0.0,5.2,28.9,,,,,,,,,,,,,,,,,,,,
090407,Bollo tipo donette,1.0,457.0,17.3,0.0,5.7,49.0,21.0,28.0,26.0,2.0,26.0,16.0,,,61.0,12.0,11.0,3.0,0.8,1.7,5.0,,,,,,,,,,,,,,,,,,,,
090408,Bollo tipo donut,1.0,419.0,22.8,0.0,6.0,46.0,25.0,21.0,19.0,2.2,23.0,12.0,,,,3.0,3.0,,0.8,1.8,5.0,,,,,,,,,,,,,,,,,,,,
090409,Bollo tipo donut de chocolate,1.0,435.0,21.4,0.0,5.4,46.0,17.0,29.0,27.0,2.2,25.0,14.0,,,,4.0,3.0,3.0,0.8,2.5,5.0,,,,,,,,,,,,,,,,,,,,
090410,Bollo tipo donut sin gluten,1.0,468.0,18.0,0.0,2.0,52.0,28.0,24.0,24.0,0.0,28.0,12.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
090411,Churro,1.0,361.0,34.2,0.0,4.6,40.0,39.6,0.4,0.0,1.2,20.0,2.6,6.4,10.0,0.0,21.0,20.0,5.0,0.0,0.34,32.7,,,,,,,,,,,,,,,,,,,,
090412,Croissant,1.0,444.0,15.9,0.0,7.0,52.6,39.7,12.9,10.9,2.1,22.4,7.7,6.4,3.1,75.0,20.9,20.9,0.0,0.16,0.43,5.0,,,,,,,,,,,,,,,,,,,,
090413,Croissant de chocolate,1.0,437.0,19.0,0.0,8.7,44.2,34.0,10.2,8.2,4.0,24.1,13.7,6.6,1.1,60.0,167.0,162.0,30.5,0.0,0.43,5.0,,,,,,,,,,,,,,,,,,,,
090414,Ensaimada,1.0,474.0,14.0,0.0,8.1,48.4,33.3,15.1,13.1,2.4,27.0,14.1,,,60.0,19.5,19.0,3.0,0.14,0.78,5.0,,,,,,,,,,,,,,,,,,,,
090415,Magdalena,1.0,441.0,19.1,0.0,4.4,51.7,26.9,24.8,22.8,1.0,23.9,7.1,14.7,1.0,41.0,77.0,77.0,,0.42,0.67,5.0,,,,,,,,,,,,,,,,,,,,
090416,Medias noches,1.0,354.0,25.4,0.0,8.4,52.0,41.0,11.0,9.0,2.2,12.0,5.5,,,,0.0,0.0,,,0.29,,,,,,,,,,,,,,,,,,,,,
090417,Palmera,1.0,539.0,1.6,0.0,5.0,61.0,39.5,21.5,19.5,2.4,30.0,15.2,11.5,2.3,92.0,0.0,0.0,0.0,0.92,4.8,5.0,,,,,,,,,,,,,,,,,,,,
090418,Sobao,1.0,465.0,14.5,0.0,6.5,53.0,23.0,30.0,28.0,1.0,25.0,12.5,,,225.0,44.0,44.0,5.5,0.42,2.5,5.0,,,,,,,,,,,,,,,,,,,,
090419,Suizo,1.0,401.0,23.5,0.0,5.5,48.4,14.0,34.5,32.5,2.5,20.1,12.4,5.8,1.0,190.0,0.0,0.0,,0.76,0.72,5.0,,,,,,,,,,,,,,,,,,,,
090420,Torta de aceite,1.0,511.0,0.3,0.0,6.5,66.8,48.4,18.4,15.3,2.9,23.5,3.5,18.0,1.9,0.0,0.17,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
090421,Valenciana,1.0,430.0,16.5,0.0,5.1,53.1,26.2,27.3,25.3,4.4,20.9,3.2,4.8,12.6,41.0,16.9,14.9,11.8,0.42,4.4,5.0,,,,,,,,,,,,,,,,,,,,
090501,Barquillo,1.0,427.0,0.5,0.0,8.1,81.5,45.6,35.9,33.9,3.0,6.9,1.2,1.8,3.3,0.0,0.0,0.0,0.0,0.0,0.78,1.8,,,,,,,,,,,,,,,,,,,,
090502,Galleta cubierta de chocolate,1.0,491.0,5.6,0.0,6.9,60.4,26.1,34.3,31.2,3.1,24.0,12.4,8.8,1.3,15.0,1.0,1.0,1.0,0.0,1.1,4.0,,,,,,,,,,,,,,,,,,,,
090503,Galleta doble rellena de chocolate,1.0,487.0,6.1,0.0,6.9,60.4,26.1,34.3,31.2,3.1,23.5,12.4,8.8,1.3,15.0,2.0,2.0,0.0,0.0,1.1,4.0,,,,,,,,,,,,,,,,,,,,
090504,Galleta integral,1.0,427.0,13.4,0.0,10.0,42.9,27.5,15.4,12.3,12.5,21.2,10.2,7.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
090505,Galleta tipo cookie,1.0,476.0,5.2,0.0,6.2,64.0,32.0,32.0,28.9,3.3,21.0,10.3,7.7,1.8,88.0,18.0,18.0,,2.2,2.3,4.0,,,,,,,,,,,,,,,,,,,,
090506,Galleta tipo digestive,1.0,469.0,5.8,0.0,6.3,63.0,50.0,13.0,9.9,4.6,20.3,9.0,8.3,2.0,41.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
090507,Galleta tipo digestive con chocolate,1.0,501.0,4.3,0.0,6.8,62.6,34.9,27.8,24.7,3.1,24.1,12.2,8.9,1.6,51.0,0.0,0.0,0.0,0.0,1.1,4.0,,,,,,,,,,,,,,,,,,,,
090508,Galleta tipo Maria,1.0,482.0,1.8,0.0,7.1,69.0,44.2,24.8,22.8,3.1,19.0,9.7,5.7,2.5,65.9,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
090509,Galleta tipo sandwich,1.0,447.0,8.8,0.0,2.9,67.7,25.6,41.2,38.0,2.9,17.7,5.9,5.9,2.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
090601,Almendrado,1.0,431.0,13.9,0.0,9.0,57.0,1.0,56.0,56.0,2.0,18.1,1.5,12.4,3.4,0.0,0.33,0.0,2.0,0.0,12.4,,,,,,,,,,,,,,,,,,,,,
090602,Buñuelo,1.0,266.0,50.8,0.0,6.0,26.3,25.1,1.2,1.2,1.6,14.8,4.9,7.4,1.2,76.4,81.6,41.1,6.5,0.34,0.92,17.1,,,,,,,,,,,,,,,,,,,,
090603,Crema pastelera,1.0,158.0,66.1,0.0,4.9,22.3,4.8,17.5,17.5,0.3,5.4,2.6,2.0,0.47,120.0,93.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
090604,Gofre,1.0,225.0,58.1,0.0,4.8,23.9,15.8,8.1,8.1,0.97,12.0,6.8,3.4,0.76,85.2,119.0,41.2,7.7,0.36,0.65,9.5,,,,,,,,,,,,,,,,,,,,
090605,Milhoja con nata y crema,1.0,281.0,47.2,0.0,4.5,33.0,22.2,10.8,10.8,1.0,14.3,9.0,4.2,0.61,127.0,24.0,23.0,,0.4,1.1,1.3,,,,,,,,,,,,,,,,,,,,
090606,Pasta de te,1.0,446.0,5.2,0.0,6.9,73.0,59.1,13.9,13.9,1.1,13.8,3.5,7.7,1.9,0.0,0.0,0.0,0.0,0.0,0.12,5.9,,,,,,,,,,,,,,,,,,,,
090607,Pastel de chocolate,1.0,443.0,23.3,0.0,5.2,41.8,6.1,35.7,35.7,1.8,27.9,16.9,8.7,1.0,148.0,,,,0.7,0.88,3.8,,,,,,,,,,,,,,,,,,,,
090608,Pastel relleno de crema,1.0,370.0,21.6,0.0,3.1,63.5,28.7,34.6,34.6,0.4,11.4,2.6,4.1,3.3,60.0,5.0,5.0,0.0,1.0,2.0,1.3,,,,,,,,,,,,,,,,,,,,
090609,Profiteroles con chocolate,1.0,302.0,38.5,0.0,5.5,42.0,34.0,8.0,8.0,2.0,12.0,7.3,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,
090610,Profiteroles sin chocolate,1.0,374.0,42.5,0.0,6.0,20.0,8.1,11.9,11.9,2.0,29.5,20.0,,,42.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
090611,Pudin de pasas,1.0,211.0,58.0,0.0,4.6,24.7,6.1,18.8,18.8,3.0,9.7,4.5,4.0,0.7,45.0,24.5,23.0,9.0,0.2,0.64,1.3,,,,,,,,,,,,,,,,,,,,
090612,Tarta de crema pastelera y manzana,1.0,208.0,59.0,0.0,1.8,28.7,11.5,17.2,7.0,1.3,9.2,2.9,3.3,2.1,7.0,16.8,14.0,17.0,0.2,0.5,4.2,,,,,,,,,,,,,,,,,,,,
090613,Tarta de frutas,1.0,332.0,26.4,0.0,2.9,57.9,30.5,27.4,10.4,3.7,9.1,1.0,4.2,3.3,60.0,7.7,7.0,4.0,0.31,0.45,1.5,,,,,,,,,,,,,,,,,,,,
090614,Tortita sin nata,1.0,297.0,52.9,0.0,5.8,43.0,24.0,19.0,14.0,1.3,11.0,6.7,,,,75.4,61.0,12.2,0.41,0.61,13.9,,,,,,,,,,,,,,,,,,,,
090701,Caramelo,1.0,382.0,4.6,0.0,0.4,95.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
090702,Chicle,1.0,390.0,3.0,0.0,0.0,96.7,0.0,96.7,96.7,0.0,0.3,0.042,0.079,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
090703,Chicle sin azúcar,1.0,2.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.042,0.079,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
090704,Polo de hielo,1.0,134.0,68.2,0.0,1.0,29.5,0.0,29.5,29.5,0.0,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,
090705,Regaliz,1.0,323.0,6.6,0.0,3.9,71.5,6.3,65.2,65.2,2.0,1.9,0.6,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
100101,Aceite de cacahuete,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.9,46.2,32.0,0.0,0.0,0.0,0.0,0.0,15.7,0.7,,,,,,,,,,,,,,,,,,,,
100102,Aceite de coco,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.5,5.8,1.8,0.0,0.0,0.0,0.0,0.0,0.11,0.5,,,,,,,,,,,,,,,,,,,,
100103,Aceite de colza,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,60.5,26.3,0.0,0.0,0.0,,0.0,42.0,,,,,,,,,,,,,,,,,,,,,
100104,Aceite de germen de trigo,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,18.8,15.1,61.7,0.0,0.0,0.0,0.0,0.0,215.0,,,,,,,,,,,,,,,,,,,,,
100105,Aceite de girasol,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,12.0,20.5,63.3,0.0,4.3,0.0,26.0,0.0,62.2,9.4,,,,,,,,,,,,,,,,,,,,
100106,Aceite de Hígado de bacalao,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,21.1,44.6,30.5,650.0,18000.0,18000.0,0.0,210.0,20.0,,,,,,,,,,,,,,,,,,,,,
100107,Aceite de lino,1.0,900.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,100.0,9.0,18.4,67.8,0.0,0.0,0.0,0.0,0.0,3.6,9.3,,,,,,,,,,,,,,,,,,,,
100108,Aceite de maíz,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,14.5,29.9,51.3,0.0,0.0,0.0,0.0,0.0,34.0,31.0,,,,,,,,,,,,,,,,,,,,
100109,Aceite de nuez,1.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,9.3,17.1,69.0,0.0,0.0,0.0,0.0,0.0,10.8,,,,,,,,,,,,,,,,,,,,,
100110,Aceite de oliva,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,14.3,73.0,8.2,0.0,0.0,0.0,0.0,0.0,5.1,49.6,,,,,,,,,,,,,,,,,,,,
100111,Aceite de oliva virgen,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,14.5,71.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,49.6,,,,,,,,,,,,,,,,,,,,
100112,Aceite de oliva virgen extra,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,14.5,71.0,10.0,0.0,0.0,0.0,0.0,0.0,19.8,49.6,,,,,,,,,,,,,,,,,,,,
100113,Aceite de oliva virgen extra ecológico,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,14.5,71.0,10.0,0.0,34.0,0.0,0.0,0.0,19.8,49.6,,,,,,,,,,,,,,,,,,,,
100114,Aceite de palma,1.0,899.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,47.8,37.1,10.4,0.0,9.3,4.1,31.0,8.0,9.5,8.0,,,,,,,,,,,,,,,,,,,,
100115,Aceite de semilla de uva,1.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.9,11.1,18.9,66.0,0.0,0.0,0.0,0.0,0.0,15.3,,,,,,,,,,,,,,,,,,,,,
100116,Aceite de sésamo,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.2,39.7,41.7,0.0,0.0,0.0,0.0,0.0,4.1,,,,,,,,,,,,,,,,,,,,,
100117,Aceite de soja,1.0,900.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.6,21.2,58.8,0.0,0.0,0.0,0.0,0.0,16.8,138.0,,,,,,,,,,,,,,,,,,,,
